Identifier,Message Body
body-168,<p>Pool loaded into vans staged in front of the White House on Pennsylvania Ave. and joined the motorcade on the move at 5:25 p.m. for a destination unannounced. Pool did not see President Biden load.<br>The weather has improved greatly with a mix of sun and clouds and mild spring temperatures. Trees on the North Lawn are leafed out and the fountain is ringed with yellow and purple bulbs.<br>A Marine sentry was stationed outside the Oval Office doors when your Covid-19-tested pool arrived on campus shortly before 4 p.m. <br>The Marine was also stationed outside wearing a black face mask as pool passed by the doors en route to the vans at 5:05 p.m.<br><br><br>Anne Gearan<br>Washington Post<br>1-▊▊▊▊▊▊▊▊▊▊<br><br><br><br>Sent from my iPhone<br><br><br>Sent from my iPhone<br><br><br></p>
body-391,"<div> Good morning from the White House where it is a humid 62 degrees with some sun and looming gray skies. </div> <div> <br> </div> <div> The pool is getting covid tested and gathering at 9:50am for an anticipated 10:15am departure. NOTE: this is an hour earlier than planned to beat the weather. </div> <div> <br> </div> <div> This 3-day trip (Weds 4/21 to Fri 4/23) to Albuquerque New Mexico and Navajo Nation in Window Rock and St. Michael's Arizona will be Dr. Biden's longest solo trip as First Lady. </div> <div> <br> </div> <div> The previous trip to California (the one over April Fool's where she pranked the pool by passing out Dove Bars disguised as a flight attendant) was the second-longest at two days. </div> <div> <br> </div> <div> The trip will be to highlight vaccine efforts. FLOTUS will be visiting a vaccine center in ABQ today 4/21 will deliver a radio address to the Navajo Nation on 4/22 and will hold a listening session with students from Navajo Nation and visit a vaccination site on 4/23. Returning to the White House 4/23 in the evening.</div> <div> <br> </div> <div> Your pooler was born and raised in New Mexico and is very excited to go home even for just a day. </div> <div> <br> </div> <div> Here is the schedule the First Lady's office sent out yesterday. We have not yet been advised as to how the early departure will affect the schedule. </div> <div> <br> </div> <div> <br> </div> <div> <b><u>FLOTUS TRIP SCHEDULE</u></b></div> <div> <br> </div> <div> <p> On Wednesday April 21 First Lady Jill Biden will travel to Albuquerque NM.<br><br> At <strong>2:00 PM MT</strong> (subject to change) the First Lady will arrive at Albuquerque International Sunport. This event will be pooled press.<br><br> At <strong>2:30 PM MT</strong> (subject to change) the First Lady and Governor Michelle Lujan Grisham will visit First Choice Community Healthcare South Valley Medical Center. This event will be pooled press.<br><br> On Thursday April 22 and Friday April 23 the First Lady will travel to Window Rock Arizona.<br><br> At <strong>5:00 PM MT </strong>(subject to change) on Thursday April 22 the First Lady will participate in a welcoming ceremony with Navajo Nation President Jonathan Nez and First Lady Phefelia Nez in Window Rock Arizona. Following the greet the First Lady will deliver a radio address to the Navajo Nation. This event will be pooled press. If you are interested in joining the pool for the Navajo Nation visit please <a href=""https://urldefense.proofpoint.com/v2/url?u=https-3A__whitehouse.us19.list-2Dmanage.com_track_click-3Fu-3D693654164e35d23cf57d8c4a6-26id-3Dfd5798f475-26e-3Df28f3d0a0a&amp;d=DwMFaQ&amp;c=RAhzPLrCAq19eJdrcQiUVEwFYoMRqGDAXQ_puw5tYjg&amp;r=RKsN11HXMhq18IL9wiDOZ_dcbpb3vPzSP0pvhMe4IjM&amp;m=o7dglOdXo35LDK5CyJOEE8JDmHhHw_oReF_HFwFyOS0&amp;s=sU3AoIP8rJMqw9nQR69WUzhmNtUOuAHy0NC4JBk31GI&amp;e="" rel=""noopener noreferrer"" target=""_blank""><strong>REGISTER HERE</strong> [whitehouse.us19.list-manage.com]</a> by Tuesday 4/20 at 4:00 PM MT. (Space is limited.)<br><br> At <strong>9:30 AM MT </strong>(subject to change) on Friday April 23 the First Lady will attend a listening session with students from across Navajo Nation at Hunters Point Board School in St. Michaels Arizona. After the listening session the First Lady will visit a vaccination site. If you are interested in joining the pool for the Navajo Nation visit please <a href=""https://urldefense.proofpoint.com/v2/url?u=https-3A__whitehouse.us19.list-2Dmanage.com_track_click-3Fu-3D693654164e35d23cf57d8c4a6-26id-3De78df78fce-26e-3Df28f3d0a0a&amp;d=DwMFaQ&amp;c=RAhzPLrCAq19eJdrcQiUVEwFYoMRqGDAXQ_puw5tYjg&amp;r=RKsN11HXMhq18IL9wiDOZ_dcbpb3vPzSP0pvhMe4IjM&amp;m=o7dglOdXo35LDK5CyJOEE8JDmHhHw_oReF_HFwFyOS0&amp;s=J_cdw0Cf0yctrijNgS5LUzBEAPGTXA_YdxyqLBiREpM&amp;e="" rel=""noopener noreferrer"" target=""_blank""><strong>REGISTER HERE</strong> [whitehouse.us19.list-manage.com]</a> by Tuesday 4/20 at 4:00 PM MT. (Space is limited.)<br><br> At <strong>3:00 PM MT</strong> (subject to change) the First Lady will depart from Albuquerque International Sunport. The event will be open press. <a href=""https://urldefense.proofpoint.com/v2/url?u=https-3A__whitehouse.us19.list-2Dmanage.com_track_click-3Fu-3D693654164e35d23cf57d8c4a6-26id-3Ddf3d3d2b56-26e-3Df28f3d0a0a&amp;d=DwMFaQ&amp;c=RAhzPLrCAq19eJdrcQiUVEwFYoMRqGDAXQ_puw5tYjg&amp;r=RKsN11HXMhq18IL9wiDOZ_dcbpb3vPzSP0pvhMe4IjM&amp;m=o7dglOdXo35LDK5CyJOEE8JDmHhHw_oReF_HFwFyOS0&amp;s=j2uQEb5eG2gLXX5ZCYH8Y50wltbWwpvWfslA3SYuSc8&amp;e="" rel=""noopener noreferrer"" target=""_blank""><strong>RSVP here</strong> [whitehouse.us19.list-manage.com]</a> by Tuesday 4/20 at 4:00 PM MT.<br><br> Please sign up for pool reports and the press distribution list <a href=""https://urldefense.proofpoint.com/v2/url?u=https-3A__whitehouse.us19.list-2Dmanage.com_track_click-3Fu-3D693654164e35d23cf57d8c4a6-26id-3D91409fdf2e-26e-3Df28f3d0a0a&amp;d=DwMFaQ&amp;c=RAhzPLrCAq19eJdrcQiUVEwFYoMRqGDAXQ_puw5tYjg&amp;r=RKsN11HXMhq18IL9wiDOZ_dcbpb3vPzSP0pvhMe4IjM&amp;m=o7dglOdXo35LDK5CyJOEE8JDmHhHw_oReF_HFwFyOS0&amp;s=h6mMqyPr-BCQaVgguMVord-6xkudq-GfD1rekI2lyBU&amp;e="" rel=""noopener noreferrer"" target=""_blank"">HERE [whitehouse.us19.list-manage.com]</a>.</p> <br> </div> <div> <br> </div> <div> <br> </div> <div> <div> <br> </div> <div> <div> <div> --</div> <div> Jada Yuan</div> <div> Features Writer The Washington Post</div> <div> cell: ▊▊▊▊▊▊▊▊▊▊</div> <div> ▊▊▊▊▊▊▊▊▊▊</div> <div> Twitter @jadabird</div> </div> </div> </div>"
body-533,<p> ﻿AF2 touched down at Cincinnati/Northern Kentucky International Airport at 11:31am after a somewhat bumpy flight thanks to the wind. VP Harris deplaned at 11:49am and was greeted by Kentucky Governor Andy Beshear (D). The motorcade then rolled to a nearby building so VP Harris could meet the Beshear family and other KY officials as pool holds in press vans (list from WH): </p><blockquote> - Britainy Beshear First Lady of Kentucky<br> - Will Beshear son of Governor Beshear<br> - Lila Beshear daughter of Governor Beshear<br> - Michael Brown Secretary of the Executive Cabinet of Kentucky<br> - La Tasha Buckner Chief of Staff to the Governor of Kentucky<br> <br> </blockquote> We’ll soon be en route to the 1819 Innovation Hub at the University of Cincinnati where VP Harris will participate in a roundtable discussion about public transit and the economy that will be moderated by Sen. Sherrod Brown (D-Ohio). It will be streamed live on the White House website and is scheduled to begin around 12:25pm. (We have a 20-min drive there) During the flight Symone Sanders came back and spoke/took some questions: - This Cincinnati stop is part of the “getting America back on track tour” as administration officials travel to a dozen states. Roundtable will focus on the “impact and value of public transit.” - American Rescue Plan allocated $110 billion for public transit and the American Jobs Plan would allocate $85 billion for it.<br> - VP will also discuss efforts to expand broadband access which she’s helping lead. Accessibility and affordability are two focuses for that. $100 billion in American Jobs Plan for broadband. “This is extremely important to the administration.” <br> - On approach to Northern Triangle: “We are really trying to figure out the best way to engage.” VP hasn’t engaged yet with leaders in Honduras and El Salvador not to say she won’t. Senior admin officials are working with government leaders and community leaders there. <br> - Today’s roundtable will show “how the federal government can partner and work with local leaders to help build more vibrant communities.”<br> - Kentucky/Ohio’s Brent Spence Bridge “could potentially be one of those projects” that receives funding from the American Jobs Plan if it gets passed (10 bridges in America will be chosen)<br> Taylor Popielarz Spectrum News Washington Reporter ▊▊▊▊▊▊▊▊▊▊ @TaylorPopielarz Sent from my iPhone The contents of this e-mail message and any attachments are intended solely for the addressee(s) and may contain confidential and/or legally privileged information. If youare not the intended recipient of this messageor if this message has been addressed to you in error please immediately alert the senderby reply e-mail and then delete this message and any attachments. If you are not the intended recipient you are notified that any use dissemination distribution copyingor storage of this message or any attachment is strictly prohibited.
body-365,"<p>​Pool left the room at 10:09 AM - the VP did not take any questions. Will send more quotes shortly. </p> <div> <div> <p>Austin Landis</p> <p>Digital Reporter Spectrum News DC | Cell: ▊▊▊▊▊▊▊▊▊▊</p> <p>▊▊▊▊▊▊▊▊▊▊</p> <p><a href=""https://twitter.com/_austinlandis"" id=""NoLP"">@_AustinLandis</a></p> </div> </div> The contents of this e-mail message and <br>any attachments are intended solely for the <br>addressee(s) and may contain confidential <br>and/or legally privileged information. If you<br>are not the intended recipient of this message<br>or if this message has been addressed to you <br>in error please immediately alert the sender<br>by reply e-mail and then delete this message <br>and any attachments. If you are not the <br>intended recipient you are notified that <br>any use dissemination distribution copying<br>or storage of this message or any attachment <br>is strictly prohibited."
body-157,<div><div>Warm up those teevees </div>-- <br><div><div><div><div><b>BRITTANY SHEPHERD</b><div>White House Correspondent <i>Yahoo! News</i></div><div>M: ▊▊▊▊▊▊▊▊▊▊<br>t: @brittanys</div><div>▊▊▊▊▊▊▊▊▊▊</div><div>▊▊▊▊▊▊▊▊▊▊</div></div></div></div></div></div>
body-150,"<div><div><div>At 10:56 the motorcade stopped on New Jersey Ave between Longworth and Cannon where the press vans pulled over to park but then pulled back behind the motorcade at about 10:59. </div><div><br></div><div>Then some vehicles and presumably the President’s pulled into the east plaza according to a Capitol Police officer.</div><div><br></div><div>Pool did not see POTUS exit his vehicle.</div><div><br></div><div>Pool is holding on New Jersey Ave and will not have access inside the Capitol building where the President will pay his respects to William Evans the officer who died on April 2 and is lying in honor in the rotunda.</div>-- <br><div><div><p>Hans Nichols </p><p>Hans<a href=""mailto:▊▊▊▊▊▊▊▊▊▊"" target=""_blank"">@axios.com</a></p><p>▊▊▊▊▊▊▊▊▊▊<br>Twitter: @hansnichols</p><p><img height=""28"" src=""external_files/external_img29.png""></p><p>🎧 Get the news that matters in just ten minutes with Axios Today &amp; Axios Re:Cap podcasts - <a href=""https://www.axios.com/podcasts"" target=""_blank"">Subscribe</a>! </p></div></div></div> </div>-- <br><div><div><p>Hans Nichols </p><p>Hans<a href=""mailto:▊▊▊▊▊▊▊▊▊▊"" target=""_blank"">@axios.com</a></p><p>▊▊▊▊▊▊▊▊▊▊<br>Twitter: @hansnichols</p><p><img height=""28"" src=""external_files/external_img29.png""></p><p>🎧 Get the news that matters in just ten minutes with Axios Today &amp; Axios Re:Cap podcasts - <a href=""https://www.axios.com/podcasts"" target=""_blank"">Subscribe</a>! </p></div></div>"
body-362,"<div><div>A lunch lid ""with exception for the climate summit"" has been called until 1pm.</div><div><br></div>-- <br><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><p>David Smith<br>Washington bureau chief<br>Guardian News &amp; Media<br>-----<br>▊▊▊▊▊▊▊▊▊▊<br>▊▊▊▊▊▊▊▊▊▊<br>▊▊▊▊▊▊▊▊▊▊<br>-----<br>twitter: @SmithInAmerica<br>------<br><img height=""77"" src=""external_files/external_img02.png""></p><p>▊▊▊▊▊▊▊▊▊▊<a href=""http://theguardian.com/"" target=""_blank"">theguardian.com</a></p><p>-----<br>Download the Guardian app for<a href=""https://play.google.com/store/apps/details?id=com.guardian&amp;hl=en_GB"" target=""_blank""> Android</a> and<a href=""https://itunes.apple.com/gb/app/the-guardian/id409128287?mt=8"" target=""_blank""> iOS</a><br>-----</p><br></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div> <br> <div><hr></div><div>This e-mail and all attachments are confidential and may also be privileged. If you are not the named recipient please notify the sender and delete the e-mail and all attachments immediately. Do not disclose the contents to another person. You may not use the information for any purpose or store or copy it in any way. Guardian News &amp; Media Limited is not liable for any computer viruses or other material transmitted with or as part of this e-mail. You should employ virus checking software.</div> <div>Guardian News &amp; Media Limited is a member of Guardian Media Group plc. Registered Office: PO Box 68164 Kings Place 90 York Way London N1P 2AP. Registered in England Number 908396</div><div><br></div><div><br></div>"
body-534,"<div>Mr. Emhoff and Sec. Buttigieg are now leaving Teamsters Union Hall in Raleigh North Carolina at 11:09 a.m. EST.<div><br></div><div>Emhoff spoke about the need to invest in clean energy to benefit the general public.</div><div><br></div><div>""Climate should not be a political issue. Everyone needs clean water and clean air "" Emhoff said. ""This is not controversial.""</div><div><br></div><div><div><br>Ben Sessoms</div><div>Reporter at The Raleigh News &amp; Observer</div><div>Corps member at Report for America</div><div>▊▊▊▊▊▊▊▊▊▊</div><div>Cell/text/signal: ▊▊▊▊▊▊▊▊▊▊</div></div><div><br></div></div>"
body-396,"<p> Two minute warning at 7:05 p.m. <br> <br> Earlier at 6:18 p.m. second gentleman Doug Emhoff was escorted in and was standing on the Grand Staircase overlooking the event. He then moved back into the hallway. <br> <br> Some White House staff walked in at 6:43 p.m. including Susan Rice Tina Flournoy Dana Remus and Anita Dunn. There were small white pieces of paper on the floor that said “reserved” that marked where they were supposed to stand so they could be a few feet apart. Looked like three feet not six. <br> <br> Later Symone Sanders joined the group. And a few minutes later Emhoff reappeared. <br> <br> First lady Jill Biden joined the group at 7:05 wearing a Navy suit and pearls. <br> <br> Livestream link is here: <a href=""https://www.youtube.com/watch?v=O4W1ZN-6Io8""> https://www.youtube.com/watch?v=O4W1ZN-6Io8</a><br> <br> I’ll send color etc. <br> <br> <b>Nikki Schwab</b><br> Senior U.S. Political Reporter<br> Washington D.C.<br>  <img alt=""Description: Description: Description: Description: pastedGraphic.pdf"" height=""42"" src=""attachments/image001.png""> <b>MailOnline </b><b>| London | New York | Hollywood | Washington</b> <br><br>T: ▊▊▊▊▊▊▊▊▊▊<br> E: ▊▊▊▊▊▊▊▊▊▊<br> <br> <br>  <b>Disclaimer</b><br> This e-mail and any attached files are intended for the named addressee only. It contains information which may be confidential and legally privileged and also protected by copyright. Unless you are the named addressee (or authorised to receive for the addressee) you may not copy or use it or disclose it to anyone else. If you received it in error please notify the sender immediately and then delete it from your system. Associated Newspapers Ltd. Registered Office: Northcliffe House 2 Derry St Kensington London W8 5TT. Registered No 84121 England.<br> </p>"
body-159,<div><div><div><p><b><i>Passing along this background from the White House!</i></b></p><br><p>Attendees of the virtual CEO Summit on Semiconductor and Supply Chain Resilience that the President is dropping by today:</p><br> <p>Sundar Pichai CEO of Alphabet and Google</p><p>Thaddeus Arroyo CEO of AT&amp;T Consumer AT&amp;T Communications LLC</p><p>Tom Linebarger Chairman and CEO of Cummins Inc.</p><p>Michael Dell President and CEO of Dell Technologies</p><p>James “Jim” D. Farley Jr. President and CEO of Ford Motor Company</p><p>Mary Barra Chairman and CEO of General Motors</p><p>Dr. Thomas “Tom” Caulfield CEO of Global Foundries</p><p>Enrique Lores President and CEO of HP</p><p>Patrick “Pat” Gelsinger CEO of Intel Corporation</p><p>Geoff Martha Chairman and CEO of Medtronic</p><p>Sanjay Mehrotra President and CEO of Micron</p><p>Kathy J. Warden Chairman CEO and President of Northrop Grumman</p><p>Kurt Sievers President and CEO of NXP</p><p>R. Preston Feight CEO of PACCAR </p><p>Gordon Fournier Chief Operating and Financial Officer of the Piston Group</p><p>Si Young Choi President and General Manager of Samsung’s Device Solutions Division</p><p>Thomas Sonderman President and CEO of SkyWater Technology</p><p>Carlos Tavares CEO and Executive Director of Stellantis</p><p>Mark Liu Executive Chairman of the Taiwan Semiconductor Manufacturing Company (TSMC)</p></div><div><br></div>-- <br><div><div><div><div><b>BRITTANY SHEPHERD</b><div>White House Correspondent <i>Yahoo! News</i></div><div>M: ▊▊▊▊▊▊▊▊▊▊<br>t: @brittanys</div><div>▊▊▊▊▊▊▊▊▊▊</div><div>▊▊▊▊▊▊▊▊▊▊</div></div></div></div></div></div></div>
body-502,<div>﻿The AF2 pilots deserve credit for landing the plane at JBA in quite the windstorm at 4:38pm. Turbulence throughout the flight was intense and when we made contact with the runway the plane veered from side to side enough that we all applauded the pilots for the safe landing.</div> <div><br> </div> <div>After we landed VP Harris came back to the press cabin for a brief OTR — lasted maybe 3 mins. </div> <div><br> </div> <div>VP deplaned at 4:49pm and hopped in her motorcade at 4:51pm. A WH official says she is motorcading to the Vice President’s Residence rather than lifting because of wind.</div> <div> <div><br> </div> <div>That’s it for your travel pool. Thanks to co-poolers Kelly O’Donnell and Tim Perry for helping transcribe throughout the day. </div> <div> <div> <div> <div><br> </div> <div>This first-time pooler appreciated the opportunity. Enjoy the weekend all! </div> <div><br> </div> <div> <p> Taylor Popielarz</p> Spectrum News Washington Reporter<br> ▊▊▊▊▊▊▊▊▊▊<br> @TaylorPopielarz<br> <br> Sent from my iPhone</div> </div> </div> </div> </div> The contents of this e-mail message and <br>any attachments are intended solely for the <br>addressee(s) and may contain confidential <br>and/or legally privileged information. If you<br>are not the intended recipient of this message<br>or if this message has been addressed to you <br>in error please immediately alert the sender<br>by reply e-mail and then delete this message <br>and any attachments. If you are not the <br>intended recipient you are notified that <br>any use dissemination distribution copying<br>or storage of this message or any attachment <br>is strictly prohibited.
body-166,<p>The president emerged from the church building at 6:22 and waved to the pool. He did not respond to shouted questions about his meetings today.<br>At 6:23 the motorcade is rolling.<br><br>Anne Gearan<br>Washington Post<br>1-▊▊▊▊▊▊▊▊▊▊<br><br>Sent from my iPhone<br><br><br>Sent from my iPhone<br><br><br></p>
body-354,<div> <div> <div>Motorcade pulled off interstate for a break at a Flying J truck stop at 4:01pm. The First Lady went inside with us no one seemed to recognize her. She inquired about the snacks a member of the press bought. She is wearing an all-navy-blue skirt suit with a matching face mask. The Flying J sold many things including Pro Bass Fishing gear (according to a sign). </div> <div><br> </div> <div>Back on road 4:13pm. </div> <div><br> </div> <div> <div>Sent from my iPhone</div> <div>Jada Yuan</div> <div>Political Features Writer <i>The Washington Post</i></div> <div>▊▊▊▊▊▊▊▊▊▊</div> <div>C: ▊▊▊▊▊▊▊▊▊▊</div> <div>Twitter: @jadabird</div> <div>IG: @alphajada</div> </div> </div> </div>
body-192,<div>Good morning from the White House.<div><br></div><div>No changes to the overnight guidance so far.</div><div><br></div><div>White House passes along the following:</div><div><p>Attending the Weekly Economic Briefing with the President and the Vice President:</p> <p>Janet Yellen Secretary of the Treasury</p><p>Cecilia Rouse Chair of the Council of Economic Advisers</p><p>Shalanda Young Acting Director of the Office of Management and Budget</p><p>Brian Deese Director of the National Economic Council</p><p>Michael Pyle Chief Economic Adviser to the Vice President</p><p>Ron Klain White House Chief of Staff</p><div><br></div>-- <br><div><div><div><div>Rob Crilly<div>White House correspondent</div><div>office: ▊▊▊▊▊▊▊▊▊▊</div><div>cell: ▊▊▊▊▊▊▊▊▊▊</div><div>@robcrilly</div></div></div></div></div></div></div>
body-398,"<p> The White House passes along these details: <br> <br> The President and the Vice President watched the verdict with staff in the Private Dining Room.<br> <br> Following the announcement of the verdict the President spoke with Governor Tim Walz. The President the Vice President and the First Lady spoke with Philonise Floyd from the Oval Office. <br> <br> <br> <b>Nikki Schwab</b><br> Senior U.S. Political Reporter<br> Washington D.C.<br>  <img alt=""Description: Description: Description: Description: pastedGraphic.pdf"" height=""42"" src=""attachments/image001.png""> <b>MailOnline </b><b>| London | New York | Hollywood | Washington</b> <br><br>T: ▊▊▊▊▊▊▊▊▊▊<br> E: ▊▊▊▊▊▊▊▊▊▊<br> <br> <br>  <b>Disclaimer</b><br> This e-mail and any attached files are intended for the named addressee only. It contains information which may be confidential and legally privileged and also protected by copyright. Unless you are the named addressee (or authorised to receive for the addressee) you may not copy or use it or disclose it to anyone else. If you received it in error please notify the sender immediately and then delete it from your system. Associated Newspapers Ltd. Registered Office: Northcliffe House 2 Derry St Kensington London W8 5TT. Registered No 84121 England.<br> </p>"
body-195,"<div>Happy Friday from an overcast Washington. <br><br>Pool has been tested and we’ve just departed in the vans from the White House for JBA ahead of the First Lady’s trip to Alabama. <div><br></div><div>Passing along some background from OFL below. It’s about 20 mins to JBA. <div><br></div><div><p><strong><u>BACKGROUND from the First Lady's office:</u></strong></p><p>The First Lady will visit two centers in the City of Birmingham that serve Alabama families – the James Rushton Early Learning Center and YWCA Central Alabama. The First Lady will underscore the historic nature of the American Rescue Plan and how it will cut child poverty in half. At the first stop the James Rushton Early Learning Center she will greet staff and students and learn about their early learning program. At the second stop YWCA Central Alabama the First Lady will give remarks.</p><p>FYI: We have asked for a statement on the passing of Prince Philip. </p></div></div> </div>-- <br><div><div><table><tbody><tr><td><p><img alt=""A on ▊▊▊▊▊▊▊▊▊▊"" height=""57"" src=""https://lh3.googleusercontent.com/ZdGW9ao1vPzFTi62HUYc7iDeUiLR2mI1Y5a_zLukCEQL2LGDVziQA9815OGcIojiBeJZtP7HPc9g3WJ6H-ImsET2tIdaE0SsdiPriZA5MuC3nNZubmWDaaLB7TmVEuEQq6m1-HA2""></p></td><td><p>Sarah Mucha</p><p>Politics Reporter</p><p>▊▊▊▊▊▊▊▊▊▊ | ▊▊▊▊▊▊▊▊▊▊</p></td></tr></tbody></table><br></div></div>"
body-353,<div> <div> <div>Final stretch to Window Rock dozens of cars are pulled over filming and waving at the motorcade. One group of a dozen flew an American flag. </div> <div><br> </div> <div>At the Navajo Museum Library and Visitors Center there are impressive red rock formations. A tribal police officer stood watch atop one. </div> <div><br> </div> <div>Dr. Biden first greeted Navajo Nation President Jonathan Nez then First Lady  Phefelia Nez who is wearing traditional Navajo moccasins with leg wrappings and a traditional silver and turquoise necklace and concha belt. This was in the visitors center lobby where the walls are white and decorated with an orange stripe surrounded by turquoise. </div> <div><br> </div> <div>She then went into the library and met with nine Navajo women also dressed in colorful traditional outfits with moccasins. Please see wire photos. One wore a face mask reading “Strong Resilient Indigenous.”</div> <div><br> </div> <div>They went into the library. First Lady Nez spoke from prepared remarks then Second Lady Dottie Lizer spoke also from prepared remarks. They were hard to hear. </div> <div><br> </div> <div>But First Lady Nez did say Dr. Biden was instrumental in developing the cancer center on the Navajo reservation and particularly a specialty care center that has seen so much need they’re going to have to expand.</div> <div><br> </div> <div>Second lady Lizer thanked Dr. Biden for taking the time to spread the message about the needs of Navajo children women and the elderly. She mentioned issues of domestic violence and the need to have education</div> <div> about healthy eating obesity and diabetes. </div> <div><br> </div> <div>Dr. Biden spoke to the group. (Apologies if this comes out garbled I’m having weird formatting on my email!). Many thanks to CNN’s Kate Bennett for transcription help. </div> <div> <div><br> </div> <div>I want to thank you for your heartfelt words. I really felt what you said. I’m aware of many of the problems you’re taking about because of my staff and also because of I have an interest in the Navajo Nation and I’ve been here. I had hoped that maybe you were going to say the cancer center was just perfect that it was enough. But now that you need to expand it that’s... that’s going to break my heart. So many of my own family members have been victims of cancer and so... But I certainly will take that back and you’re right. We are all mothers and activists and women who care about our families and our community and I think it is right that we work together that i hear your voices and I hear your message and I take your message back with so the people that need to hear what you’re going through what your challenges are. I want to thank you for opening up your hearts and your thoughts me. I look forward to hearing what you have to say. <br> </div> </div> <div><br> </div> <div>We are holding as she speaks privately with the women and will head to her radio address next. </div> <div><br> </div> <div><u>Additional color from the road: </u></div> <div><br> </div> <div>We drove through Gallup (pop. ~22000) which is the most populated area we’ve seen. </div> <div><br> </div> <div>Signs on the road included:</div> <div><br> </div> <div>Several advertisements for fireworks and accident attorneys.</div> <div><br> </div> <div>“America Need Jesus Now More Than Ever” </div> <div><br> </div> <div>A Seventh Day Adventist church with a sign asking “Will you be ready when Jesus returns?”</div> <div><br> </div> <div>And “Hell had no exit.”</div> <div><br> </div> <div>Thanks to the local reporters from the Navajo Times USA Today and the AP who helped with color. </div> <div><br> </div> <div>Sent from my iPhone<br> </div> <div> <div>Jada Yuan</div> <div>Political Features Writer <i>The Washington Post</i></div> <div>▊▊▊▊▊▊▊▊▊▊</div> <div>C: ▊▊▊▊▊▊▊▊▊▊</div> <div>Twitter: @jadabird</div> <div>IG: @alphajada</div> </div> </div> </div>
body-161,<div>(From the WH):<div><br></div><div>Tomorrow the President and the Vice President will meet with the following Members of Congress to discuss the American Jobs Plan and the need for a bold once-in-a-generation investment in America to put millions of people to work:<br><br>Senator Maria Cantwell (WA)<br>Senator Deb Fischer (NE)<br>Senator Alex Padilla (CA)<br>Senator Roger Wicker (MS)<br>Congressman Garret Graves (LA-06)<br>Congressman Donald M. Payne Jr. (NJ-10)<br>Congressman David Price (NC-04)<br>Congressman Don Young (AK-AL)<br><div><br></div><div>FPPO: We will share the list of attendees of the CEO Summit on Semiconductor and Supply Chain Resilience to tomorrow’s pool in the morning.<br><br></div></div></div> <br> <div>The information contained in this electronic transmission is intended for the exclusive use of the individuals to whom it is addressed and may contain information that is privileged and confidential the disclosure of which is prohibited by law. If the reader of this transmission is not the intended recipient you are hereby notified that any dissemination distribution or copying of this communication is strictly prohibited. In addition any unauthorized copying disclosure or distribution of the material in this e-mail and any attachments is strictly forbidden.</div><div><br></div>
